Netid, Fid, LUDB_FF
8, 46, 2936520346
8, 101, 65513425
8, 116, 55807089479
8, 137, 26304987436
8, 265, 3692626365
8, 62, 8548763330
8, 161, 25475474032
8, 191, 50251230
8, 133, 83387986451
8, 228, 13933251587
8, 103, 1597901581
8, 157, 10424143119
8, 50, 9899890388
8, 93, 4264739777
8, 99, 5229606941
8, 153, 18076150736
8, 12, 42255661076
8, 112, 16282695200
8, 96, 11937427147
8, 215, 1833943106
8, 117, 21635162982
8, 115, 1597373252
8, 223, 83552005943
8, 159, 902892687
8, 278, 28884403320
8, 273, 4315034385
8, 66, 24993504024
8, 125, 83342711726
8, 113, 1043586658
8, 271, 6437382087
8, 69, 1018355154
8, 178, 31295816
8, 152, 11400087868
8, 252, 125278417277
8, 11, 99195898835
8, 105, 10969541822
8, 243, 5446351282
8, 80, 23868175608
8, 199, 2877700724
8, 122, 7474946188
8, 42, 2188602962
8, 171, 48085910151
8, 181, 1342966564
8, 58, 9494881065
8, 167, 14737623040
8, 83, 56808300540
8, 219, 166461174685
8, 100, 19075857475
8, 40, 22675151
8, 179, 460458090
8, 233, 2137091230
8, 98, 17618525607
8, 92, 14594798
8, 180, 14278284156
8, 257, 28815734770
8, 221, 55735041
8, 120, 1459806419
8, 77, 3877741
8, 235, 9954911358
8, 17, 5898551
8, 141, 3524225942
8, 61, 3487507041
9, 2, 4949211
9, 16, 69257222
9, 34, 425431735
9, 38, 2650356895
9, 27, 2077950572
9, 25, 741972223
9, 36, 1120154066
9, 17, 27172291
9, 39, 833621866
9, 33, 7798640061
9, 41, 4543064634
9, 6, 52407774
9, 8, 792592558
9, 5, 705948538
9, 30, 1290327181
9, 18, 3368562652
9, 28, 1398936409
9, 19, 4408867
9, 20, 48906910
9, 26, 105280239
9, 7, 51854695
9, 44, 19411251
9, 13, 9999382294
9, 43, 26882965806
9, 35, 1691179034
9, 0, 4258304883
9, 32, 1583377161
9, 31, 75429241
9, 29, 674587636
9, 14, 288276918
9, 1, 36236530
9, 45, 4946445771
9, 24, 1126749967
9, 9, 11237255123
9, 3, 176319395
9, 4, 3395459429
9, 40, 1107535913
9, 23, 457455467
9, 42, 7145125822
9, 21, 270474674
9, 22, 1495208111
9, 11, 172756284
9, 10, 199444372
9, 15, 1118419534
9, 46, 2439477886
9, 12, 19227149118
9, 37, 249974681
10, 185, 167616188275
10, 238, 7530276432
10, 264, 15317824377
10, 368, 68823082471
10, 380, 3331521538
10, 8, 5981074796
10, 90, 2898965679
10, 290, 1580649437
10, 344, 15198595671
10, 181, 16736312219
10, 276, 19743250508
10, 374, 22993397208
10, 60, 4155543195
10, 162, 27675155175
10, 212, 17988463328
10, 137, 3616313591
10, 145, 60023856947
10, 438, 11133129611
10, 21, 4051313409
10, 176, 7313985570
10, 410, 1948349274
10, 409, 9587542931
10, 386, 42452708289
10, 28, 6532501750
10, 286, 15201470182
10, 342, 69880001
10, 395, 5887251038
10, 167, 7235774459
10, 401, 170414494091
10, 24, 20883928244
10, 260, 3438038250
10, 43, 3838086068
10, 396, 46138389256
10, 210, 33784858081
10, 403, 117056290960
10, 277, 20840117366
10, 17, 5897515057
10, 22, 12138635045
10, 249, 8948161675
10, 310, 33812106324
10, 191, 3961618725
10, 322, 22674165046
10, 295, 8675811671
10, 352, 4560669490
10, 343, 10835428441
10, 12, 236512569582
10, 439, 1167702377
10, 379, 11868186
10, 414, 9851829386
10, 132, 197095937205
10, 329, 2825289702
10, 433, 3548109320
10, 435, 109986692
10, 441, 87841598
10, 311, 150288418937
10, 44, 51084196303
10, 319, 153395895219
10, 149, 5625308
10, 30, 830202692
10, 432, 11678511489
10, 82, 32578740689
10, 94, 40094683452
10, 222, 3282230174
10, 150, 20471314972
10, 112, 14619384864
10, 347, 76977685366
10, 326, 27817190550
10, 23, 31445695120
10, 69, 13804359802
10, 91, 15652305134
10, 338, 11724932950
10, 92, 2143807862
10, 15, 60376405773
10, 228, 16135015489
10, 398, 11032266872
10, 114, 15966541919
10, 173, 1094631137
10, 370, 14658717856
10, 317, 4566515807
10, 393, 34076402143
10, 262, 25691613039
10, 78, 46657821719
10, 197, 24568242439
10, 118, 4260319709
10, 189, 2975005894
10, 378, 15485546544
10, 275, 15633993099
10, 40, 35511620633
10, 255, 71902347904
10, 200, 31761817246
10, 73, 75428093824
10, 247, 45790866360
10, 41, 6274597887
10, 309, 112541673002
10, 279, 4123063334
10, 148, 31973115620
10, 174, 1060910746
10, 104, 4933781390
10, 124, 71853692306
10, 337, 1518109417
10, 314, 25581031865
10, 42, 45987295760
10, 364, 5281559429
10, 244, 78493250010
10, 126, 15358683938
10, 157, 4867167367
10, 165, 4923743440
10, 130, 2631342955
10, 254, 21088590838
10, 301, 116116243113
10, 267, 23518439600
10, 442, 11042625234
10, 226, 9035084009
10, 413, 3727881279
10, 25, 14482850312
10, 235, 22017186627
10, 280, 2442295473
10, 387, 11757097532
10, 427, 25303022174
10, 10, 50382625748
10, 198, 21908877856
10, 204, 14105548083
10, 348, 1487390625
10, 390, 5572106229
10, 63, 5629836206
10, 265, 14931951
10, 93, 6890733085
10, 14, 55278960985
10, 355, 1782667367
10, 89, 5449274033
10, 399, 6849563019
10, 9, 7051512060
10, 383, 15452900954
10, 437, 1895797504
10, 183, 7675769085
10, 201, 6433175785
10, 32, 1981325737
10, 146, 15942827214
10, 56, 32355814957
10, 331, 7002718712
10, 257, 23279855316
10, 350, 6901042588
10, 312, 1457838912
10, 332, 116653131028
10, 270, 14738201723
10, 243, 32741536135
10, 402, 32912066560
10, 334, 295066306
10, 195, 3410996775
10, 194, 32428875305
10, 70, 4744124830
10, 341, 47291008674
10, 38, 25192878635
10, 315, 479930580
10, 98, 12558510171
10, 318, 5308796530
10, 68, 3415191964
10, 102, 4925821759
10, 7, 6207344963
10, 391, 11172053927
10, 340, 5013006134
10, 328, 38393089813
10, 308, 2637380348
10, 240, 32849075191
10, 120, 2438111006
10, 372, 32936439516
10, 85, 7191245853
10, 258, 2501988296
10, 208, 11558363979
10, 389, 23457356856
10, 431, 2695089160
10, 306, 181776501364
10, 99, 1895258809
10, 302, 13190068725
10, 271, 5796253855
10, 79, 16760729259
10, 293, 21989882691
10, 385, 73304958
10, 376, 14933858714
10, 263, 31477317028
10, 135, 15006775474
10, 303, 1364198007
10, 4, 7711409212
10, 203, 14426840041
10, 64, 5428072445
10, 46, 570433472
10, 281, 169612056160
10, 371, 12674253216
10, 49, 1595799433
10, 291, 5558818150
10, 87, 5580065313
10, 179, 2208413795
10, 284, 6191654417
10, 415, 77171780899
10, 65, 2362922188
10, 156, 520616319
10, 143, 534332594
10, 232, 5203643027
10, 26, 45663371293
10, 354, 5814805720
10, 61, 7146366994
10, 103, 185786383416
10, 144, 1039007358
10, 417, 41007041315
10, 273, 3860757
10, 152, 5907740079
10, 339, 31026066945
10, 283, 69305188310
10, 83, 22756526122
10, 416, 3196223057
10, 215, 37134807466
10, 349, 46712758801
10, 227, 40822005150
10, 375, 6724649628
10, 362, 4354483326
10, 316, 43303281844
10, 27, 8609635593
10, 3, 52396830072
10, 440, 32193289414
10, 230, 10950004092
10, 299, 5539525875
10, 106, 5931030221
10, 35, 32897092394
10, 88, 3494399439
10, 2, 1911722164
10, 29, 1485691850
10, 18, 3881247228
10, 184, 246164861969
10, 113, 10369161
10, 434, 588134906
10, 67, 25491453973
10, 141, 2548628686
10, 358, 5369976742
10, 47, 289889290419
10, 381, 43522139354
10, 252, 46680175562
10, 411, 198583818086
10, 105, 6597916102
10, 125, 246804899860
10, 282, 68665887770
10, 365, 9005454062
10, 287, 171017444572
10, 177, 4280975718
10, 353, 12465593161
10, 221, 586816577
10, 119, 14676775415
10, 359, 4666584413
10, 139, 5404525
10, 76, 13293940436
10, 192, 5369464532
10, 134, 36667141484
10, 19, 3472061312
10, 436, 13715167827
10, 187, 22191388551
10, 422, 30840377479
10, 129, 24240861083
10, 300, 6980875791
10, 251, 16944721388
10, 351, 15628057425
10, 180, 456876437
10, 123, 3370147277
10, 59, 11870260487
10, 172, 13756003383
10, 1, 60960690005
10, 138, 4055867123
10, 231, 13815966136
10, 357, 4681624455
10, 397, 102429368721
10, 423, 9213699852
10, 363, 7636945706
10, 6, 5094526868
10, 288, 169423384552
10, 133, 63129180639
10, 100, 9769248272
10, 122, 12882546036
10, 360, 6955532
10, 400, 17169101794
10, 335, 162531453144
10, 384, 15231016051
10, 382, 6411376777
10, 159, 61058743712
10, 320, 113724594847
10, 305, 3087456655
10, 175, 12608800170
10, 51, 2804440987
10, 84, 8997167391
10, 246, 35126418246
10, 239, 44592744440
10, 211, 15312163390
10, 169, 119376229259
10, 220, 246649943862
10, 16, 159956021407
10, 34, 29710601727
10, 36, 217676794
10, 278, 39107795637
10, 188, 1377387815
10, 136, 33022257653
10, 225, 13888846872
10, 356, 2726118332
10, 407, 33882234298
10, 367, 21065487978
10, 57, 3040646655
10, 366, 7804824131
10, 147, 1035821127
10, 327, 9071713406
10, 324, 6197501179
10, 107, 2966738648
10, 377, 8375412446
10, 256, 3676202327
10, 217, 12624701462
10, 425, 1673933355
10, 424, 4493303830
10, 388, 479682232
10, 313, 516154001
10, 128, 159396905185
10, 178, 68620987434
10, 154, 23318524978
10, 108, 5207599138
10, 54, 5701879614
10, 166, 7124072594
10, 86, 11627136927
10, 214, 13765628276
10, 266, 74167385288
10, 142, 6244776264
10, 216, 23875835173
10, 241, 15027871773
10, 330, 9280433509
10, 5, 10413240685
10, 268, 5227825302
10, 75, 75150529601
10, 80, 39445125523
10, 153, 14876981075
10, 182, 4402822982
10, 206, 8151593622
10, 406, 639387078
10, 297, 503819695
10, 229, 56078326373
10, 121, 238422655241
10, 223, 37562810852
10, 140, 15502055499
10, 160, 3164086813
10, 115, 170169400706
10, 294, 1764770050
10, 307, 3235589110
10, 74, 76745082671
10, 164, 1675595767
10, 95, 16316487612
10, 213, 10695305410
10, 404, 106912954061
10, 429, 20613823804
10, 109, 11996408894
10, 155, 16232025639
10, 259, 1549016102
10, 190, 6562536624
10, 39, 2809006587
10, 237, 43305374472
10, 55, 116456516838
10, 285, 115519993309
10, 111, 3512635002
10, 373, 117970883953
10, 405, 21635026824
10, 333, 23665098596
10, 419, 6420921164
10, 269, 10205240319
10, 209, 1474521751
10, 33, 6710217185
10, 31, 41092757138
10, 321, 61181612004
10, 420, 5021157812
10, 58, 16508910285
10, 218, 37323237980
10, 233, 6734308
10, 199, 4497745939
10, 248, 5494767715
10, 50, 37898790057
10, 345, 10786781628
10, 168, 6845256949
10, 242, 3137631048
10, 430, 75446975728
10, 418, 3730556
10, 53, 2951681168
10, 428, 46790772541
10, 289, 3794439224
10, 234, 3888017850
10, 127, 14656494105
10, 117, 10941338410
10, 361, 13934638041
10, 193, 3513213733
10, 48, 24154285690
10, 224, 3539339967
10, 66, 23684201462
10, 250, 263407825
10, 163, 303226374994
10, 296, 5572863247
10, 304, 1386239702
10, 161, 35302179475
10, 292, 10694569113
10, 170, 117335875669
10, 20, 2977744518
10, 369, 814203650
10, 101, 3766145656
10, 392, 14279212565
10, 412, 6213873641
10, 426, 74303682928
10, 186, 71866144769
10, 236, 114006486739
10, 196, 8867301874
10, 421, 34460196534
10, 202, 116997799246
10, 158, 56518630
10, 207, 4616189293
10, 13, 5394364
10, 205, 13609899321
10, 408, 1707486281
10, 272, 116326073486
10, 253, 164395067409
10, 325, 170614588455
10, 11, 1621574049
10, 298, 246788303678
10, 219, 2304154255
10, 52, 14974027920
10, 336, 47021978396
10, 81, 6316390273
10, 323, 21178184
10, 37, 46295646919
10, 171, 11016604111
10, 394, 623267338
10, 72, 1357786097
10, 97, 15061914244
10, 245, 34787053179
10, 0, 50256222848
10, 62, 3778491923
10, 77, 3743916711
10, 151, 30098780901
10, 45, 3394507853
10, 274, 61002607952
10, 96, 747056998
10, 110, 107238291561
10, 261, 11327255834
10, 346, 4889387117
10, 116, 20711590390
10, 71, 31633722875
10, 131, 11718606811
11, 7, 44901666
11, 5, 43453110
11, 8, 6409418
11, 1, 44422626
11, 0, 30510198
11, 2, 6267443
11, 3, 44877209
11, 6, 31874166
11, 4, 28481044
12, 166, 1774727519
12, 37, 1592057543
12, 161, 6931586585
12, 100, 4519704447
12, 108, 11563944401
12, 171, 71305173
12, 45, 8931787912
12, 91, 1737048133
12, 106, 2493321928
12, 49, 328228277
12, 40, 3511202229
12, 168, 883822848
12, 92, 8269167652
12, 90, 3290378048
12, 88, 2586072972
12, 71, 152113971
12, 53, 4894866828
12, 125, 10821692
12, 121, 1997028308
12, 103, 357007988
12, 109, 4656308929
12, 112, 6712799535
12, 26, 1644915703
12, 86, 10374398706
12, 162, 134252949
12, 46, 11314611906
12, 131, 5946684590
12, 101, 1204831873
12, 18, 7158181933
12, 98, 128819411
12, 17, 6147127547
12, 33, 795568422
12, 20, 9185865169
12, 107, 2452387936
12, 2, 1673237651
12, 143, 3935110923
12, 35, 1996877361
12, 135, 1101528656
12, 189, 1115543316
12, 79, 12688628807
12, 118, 2683714651
12, 159, 1456799816
12, 177, 819765774
12, 78, 19402908644
12, 141, 6968845301
12, 11, 4868392988
12, 36, 2258388228
12, 8, 1150770582
12, 52, 9164298726
12, 76, 2113846653
12, 181, 764915826
12, 169, 29636423492
12, 186, 747252801
12, 43, 4382191625
12, 47, 539725235
12, 41, 5249125071
12, 14, 4269763343
12, 95, 5646157469
12, 89, 48232701
12, 170, 10511500812
12, 155, 57730451
12, 148, 316357637
12, 192, 3726172648
12, 153, 260260188
12, 183, 2451079084
12, 69, 431873022
12, 68, 3626641271
12, 55, 986534464
12, 34, 5411334790
12, 116, 7191826
12, 173, 6180225790
12, 16, 17094166787
12, 158, 799888908
12, 77, 6227382577
12, 48, 3034220314
12, 102, 291490429
12, 19, 3539581351
12, 10, 4387563651
12, 66, 1891203020
12, 83, 10510731915
12, 58, 2885333584
12, 12, 21982103391
12, 193, 930992444
12, 160, 5423036812
12, 72, 7810493810
12, 84, 1878030757
12, 139, 451003048
12, 134, 12765629675
12, 96, 13789192608
12, 94, 1615605207
12, 138, 3802718624
12, 179, 1870413302
12, 30, 495334492
12, 111, 14269944426
12, 62, 3498491745
12, 93, 15118637303
12, 67, 1863288548
12, 38, 3007745083
12, 172, 4879610
12, 74, 2123245291
12, 114, 265638574
12, 176, 4414441584
12, 122, 4296318151
12, 180, 908572226
12, 9, 1656726775
12, 99, 40394097313
12, 44, 2506370978
12, 175, 2498818835
12, 22, 930384527
12, 188, 6737079692
12, 70, 1612092011
12, 31, 708251657
12, 190, 1507837589
12, 164, 40781371180
12, 54, 2937488716
12, 136, 1910912898
12, 87, 11429799323
12, 117, 4561170282
12, 126, 2165906271
12, 5, 7765245310
12, 27, 4661884699
12, 97, 2412269260
12, 80, 7649709800
12, 6, 3125836038
12, 165, 18178371946
12, 42, 6985323988
12, 132, 2267426400
12, 1, 1100818686
12, 191, 2419017373
12, 64, 329926329
12, 7, 843281031
12, 184, 6718423138
12, 59, 5448707
12, 23, 8633248878
12, 56, 8901913634
12, 13, 4894411827
12, 3, 2019986077
12, 174, 6497044617
12, 73, 992565115
12, 142, 3804373232
12, 123, 1395193348
12, 124, 267116968
12, 156, 43676373399
12, 182, 4075482420
12, 50, 299185604
12, 127, 3014485495
12, 120, 5215721
12, 130, 3685857785
12, 105, 29159969
12, 194, 5338801
12, 32, 6062699
12, 63, 1128045488
12, 15, 3613985214
12, 85, 6410957831
12, 82, 6000394549
12, 149, 224190173
12, 133, 1462112977
12, 60, 271188725
12, 110, 105226197
12, 61, 3220235528
12, 129, 1633383765
12, 154, 6602506657
12, 0, 4326766338
12, 137, 1952241621
12, 113, 736276560
12, 152, 14589542045
12, 65, 1279021319
12, 147, 3495812909
12, 29, 1815428102
12, 115, 761097163
12, 187, 8844176782
12, 25, 13108087081
12, 146, 818722644
12, 151, 8866471892
12, 21, 4642526
12, 128, 4802554126
12, 150, 5025006877
12, 119, 74946775
12, 81, 5692188053
12, 144, 816847866
12, 24, 11940285584
12, 75, 1654165211
12, 28, 25007585
12, 39, 2532272778
12, 140, 83917329
12, 57, 831943384
12, 104, 22895352517
12, 167, 8001591050
